"id","price","carat","cut","color","clarity","depth","table","x","y","z"
9078,1922,0.5,"Ideal","D","VS1",61.1,56,5.12,5.23,3.16
9079,2966,0.73,"Very Good","G","VS2",62.1,59,5.68,5.73,3.54
9080,533,0.32,"Ideal","J","IF",62.2,56,4.37,4.41,2.73
9081,1980,0.5,"Fair","D","VVS2",67.6,57,4.95,4.84,3.31
9082,1838,0.5,"Premium","H","VVS1",62.5,58,5.1,5.05,3.17
9083,621,0.41,"Good","J","VS1",63.2,59,4.67,4.7,2.96
9084,12140,2.12,"Premium","J","SI2",62.3,61,8.21,8.16,5.1
9085,487,0.37,"Ideal","J","VS1",62.6,57,4.54,4.57,2.85
9086,9959,1.5,"Very Good","D","SI2",59.8,63,7.44,7.38,4.43
9087,4632,1.01,"Premium","F","SI1",63,58,6.33,6.29,3.98
9088,6722,1.21,"Premium","H","VS2",60.5,60,6.95,6.9,4.19
9089,577,0.27,"Ideal","F","VS2",60.3,56,4.24,4.27,2.56
9090,11028,1.52,"Ideal","G","SI1",60.3,57,7.58,7.48,4.54
9091,4811,1.04,"Premium","G","SI1",59.2,61,6.68,6.63,3.94
9092,4843,1.03,"Premium","H","SI1",62.2,60,6.4,6.43,3.99
9093,605,0.3,"Premium","H","VVS2",60.8,60,4.29,4.33,2.62
9094,888,0.4,"Very Good","E","VS2",63,57,4.67,4.69,2.95
9095,9715,1.32,"Ideal","G","VS1",61.4,54,7.09,7.13,4.37
9096,876,0.41,"Ideal","D","SI2",62.7,55,4.75,4.72,2.97
9097,2390,0.7,"Ideal","I","VS2",62.5,54,5.68,5.71,3.56
9098,4628,0.82,"Ideal","D","VS2",60.8,57,6.02,6.05,3.67
9099,2515,0.81,"Premium","G","SI2",62.5,57,5.95,5.89,3.7
9101,893,0.33,"Ideal","D","VVS2",61.7,55,4.46,4.49,2.76
9102,400,0.23,"Premium","E","VS1",61.8,60,3.91,3.95,2.43
9103,680,0.31,"Premium","E","VS2",61,58,4.37,4.39,2.67
9104,3591,0.7,"Premium","G","IF",62.2,58,5.63,5.69,3.52
9105,4106,0.94,"Premium","G","SI1",61.9,57,6.29,6.24,3.88
9106,12874,1.7,"Very Good","H","VS2",61.9,60,7.57,7.61,4.7
9107,3580,0.71,"Very Good","E","VVS2",61.5,61,5.7,5.75,3.52
9108,6632,1.04,"Ideal","G","VS1",61.1,56,6.58,6.55,4.01
9109,4796,1.02,"Very Good","H","SI1",62.9,59,6.38,6.41,4.02
9110,612,0.32,"Premium","G","SI1",62,55,4.43,4.41,2.74
9111,3856,0.93,"Ideal","I","SI1",62.5,55,6.23,6.29,3.91
9112,489,0.31,"Premium","I","VS1",59.2,60,4.4,4.45,2.62
9113,702,0.4,"Very Good","G","SI1",62.7,59,4.67,4.71,2.94
9114,764,0.3,"Ideal","G","VVS1",61.4,58,4.31,4.35,2.66
9115,579,0.33,"Premium","H","VS1",62.1,59,4.43,4.46,2.76
9116,4633,1.02,"Ideal","G","SI1",59.2,57,6.52,6.56,3.87
9117,10709,1.26,"Ideal","F","VS2",61.5,56,6.97,7.01,4.3
9118,575,0.25,"Very Good","F","VVS2",60.4,59,4.09,4.12,2.48
9119,4370,1.02,"Very Good","G","SI2",63.1,60,6.41,6.34,4.02
9120,5050,1.13,"Premium","H","SI1",60.1,60,6.77,6.73,4.06
9121,1691,0.69,"Fair","G","SI2",65.4,63,5.49,5.43,3.57
9122,2401,0.7,"Ideal","D","SI2",60.3,56,5.73,5.77,3.47
9123,2564,0.73,"Very Good","E","SI1",60.2,60,5.81,5.86,3.51
9124,9609,1.2,"Very Good","G","VVS1",62.8,56,6.73,6.75,4.23
9125,1563,0.62,"Ideal","G","SI1",61.6,56,5.46,5.55,3.39
9126,15917,2.01,"Premium","H","SI2",63,59,7.93,7.9,4.99
9127,9060,1.3,"Ideal","G","VS2",61.9,55,7.01,7.04,4.35
9128,6720,1,"Premium","E","VS2",62.1,59,6.38,6.34,3.95
9129,3053,0.81,"Ideal","F","SI2",62.3,54,5.94,5.98,3.72
9130,592,0.33,"Ideal","I","VVS1",62.1,54,4.46,4.49,2.78
9131,872,0.31,"Ideal","E","VS2",62,56,4.37,4.34,2.7
9132,1728,0.57,"Premium","E","SI1",60.3,57,5.4,5.34,3.24
9133,4082,0.72,"Ideal","D","VS2",61,55,5.79,5.81,3.54
9134,446,0.31,"Very Good","H","SI1",61.4,55,4.36,4.44,2.7
9135,11194,1.5,"Very Good","E","SI1",64,58,7.21,7.23,4.62
9137,1356,0.51,"Ideal","E","SI1",61.5,54,5.15,5.19,3.18
9138,1280,0.43,"Ideal","G","IF",61.6,57,4.81,4.84,2.97
9139,2881,0.71,"Very Good","E","VS2",60,59,5.84,5.83,3.5
9140,5294,1.01,"Very Good","G","VS2",63.1,55,6.38,6.36,4.02
9141,3879,0.74,"Ideal","F","VVS2",61.5,55,5.85,5.82,3.59
9142,1153,0.5,"Ideal","G","SI1",62.1,57,5.05,5.09,3.15
9143,2406,0.65,"Very Good","F","VS1",59.3,56,5.64,5.76,3.37
9144,863,0.34,"Ideal","H","IF",61.6,54,4.49,4.53,2.78
9145,726,0.36,"Ideal","F","VS2",62,55,4.55,4.58,2.83
9146,3625,0.9,"Good","E","SI1",60.8,65,6.31,6.18,3.8
9147,5476,1.2,"Very Good","I","SI1",62.6,57,6.74,6.77,4.23
9148,1331,0.5,"Very Good","E","SI1",60.9,58,5.1,5.14,3.12
9149,12431,1.52,"Ideal","E","SI1",62.8,55,7.3,7.35,4.6
9150,18791,2.15,"Ideal","G","SI2",62.6,54,8.29,8.35,5.21
9151,5242,1,"Premium","G","VS2",62.1,58,6.43,6.39,3.98
9152,403,0.26,"Very Good","D","VS2",60.8,59,4.13,4.16,2.52
9153,1656,0.51,"Ideal","E","VS2",61.8,57,5.14,5.15,3.18
9154,743,0.33,"Ideal","G","VS2",62.2,56,4.47,4.44,2.77
9155,596,0.34,"Premium","G","VS2",60.3,58,4.49,4.53,2.72
9156,1353,0.53,"Ideal","H","VS2",62.1,54,5.21,5.23,3.24
9157,907,0.31,"Ideal","G","VVS2",61.7,54,4.38,4.34,2.69
9159,3877,0.92,"Premium","D","SI2",59.4,59,6.39,6.28,3.76
9160,1208,0.58,"Ideal","F","SI2",62.6,57,5.27,5.33,3.32
9161,500,0.3,"Good","F","SI1",63.5,57,4.24,4.27,2.7
9162,5424,1.07,"Premium","H","VS2",62.1,59,6.56,6.52,4.06
9163,918,0.32,"Ideal","G","IF",61.3,55,4.43,4.47,2.73
9164,1694,0.52,"Ideal","E","VS2",61.7,57,5.17,5.1,3.17
9165,571,0.31,"Good","D","SI1",63.4,55,4.28,4.3,2.72
9166,625,0.31,"Premium","F","VS2",61.3,59,4.31,4.34,2.65
9167,972,0.32,"Ideal","E","VS1",61.9,56,4.41,4.38,2.72
9168,4543,1,"Very Good","D","SI2",61.6,58,6.37,6.45,3.95
9169,3739,0.71,"Ideal","G","IF",60.9,57,5.74,5.79,3.51
9170,1601,0.5,"Ideal","F","VS1",61.4,58,5.07,5.12,3.13
9171,5386,1.01,"Very Good","D","SI1",60.8,57,6.58,6.54,3.99
9172,845,0.41,"Very Good","I","VVS1",63.5,58,4.7,4.75,3
9173,1793,0.59,"Ideal","D","SI1",61.3,59,5.36,5.4,3.3
9174,9877,1.53,"Premium","I","VS1",62,57,7.39,7.35,4.57
9175,878,0.3,"Premium","H","VVS1",61.3,61,4.29,4.26,2.62
9176,13553,2.22,"Premium","F","SI2",59.2,59,8.54,8.46,5.03
9177,4657,1.16,"Very Good","I","SI1",61.5,60.4,6.71,6.76,4.14
9178,1817,0.7,"Ideal","H","SI2",61.1,57,5.73,5.76,3.51
9179,5670,1.35,"Ideal","H","SI2",60,57,7.19,7.15,4.3
9180,3804,0.9,"Premium","E","SI2",60.1,62,6.28,6.24,3.76
9181,1438,0.51,"Very Good","E","SI1",62.3,58,5.05,5.12,3.17
9182,772,0.41,"Premium","G","VS2",60.7,59,4.8,4.85,2.93
9183,3164,1,"Fair","H","SI2",63.7,54,6.42,6.27,4.06
9184,4598,1.05,"Premium","G","SI2",62.6,62,6.49,6.45,4.05
9185,1760,0.58,"Ideal","G","VS2",61.2,56,5.37,5.41,3.3
9186,1935,0.5,"Ideal","G","VVS2",60.5,55,5.15,5.13,3.11
9187,9158,1.7,"Good","H","SI1",64.1,58,7.54,7.51,4.83
9188,1939,0.63,"Very Good","D","SI1",62.8,57,5.46,5.49,3.44
9189,1882,0.51,"Ideal","D","VS2",60.9,56,5.19,5.16,3.15
9190,13060,1.03,"Ideal","F","IF",62.3,57,6.44,6.49,4.03
9191,4879,1.03,"Very Good","H","SI1",61.4,57,6.45,6.54,3.99
9192,4295,1,"Very Good","G","SI1",63.1,56,6.41,6.31,4.01
9193,611,0.4,"Very Good","E","SI2",58.7,57,4.88,4.94,2.88
9194,2371,0.7,"Ideal","G","VS2",62.1,55,5.63,5.61,3.49
9195,833,0.37,"Ideal","E","SI1",61.9,56,4.6,4.57,2.84
9196,1812,0.51,"Premium","D","VS2",61.9,62,5.12,5.09,3.16
9197,6894,1.42,"Very Good","I","VS1",60.1,65,7.28,7.2,4.35
9198,852,0.36,"Ideal","D","VS2",61.8,56,4.56,4.6,2.83
9199,1963,0.56,"Ideal","D","VS2",61.9,57,5.26,5.3,3.27
9200,12998,1.72,"Premium","H","SI1",61.4,59,7.71,7.64,4.71
9201,6487,1.03,"Very Good","G","VS1",60.6,58,6.48,6.55,3.95
9202,2074,0.7,"Ideal","G","SI1",61.2,57,5.71,5.79,3.52
9203,900,0.32,"Ideal","E","VS2",62.2,56,4.41,4.37,2.73
9204,4836,1.03,"Very Good","H","SI1",60.8,60,6.47,6.5,3.94
9205,2724,0.84,"Fair","G","VS1",55.6,64,6.42,6.32,3.54
9206,10058,1,"Ideal","F","VVS1",62.3,53,6.37,6.43,3.99
9207,3105,0.75,"Premium","D","SI1",58.9,60,5.99,5.97,3.52
9208,10914,1.57,"Premium","G","SI1",59.5,58,7.56,7.61,4.51
9209,3391,0.9,"Very Good","G","SI2",61.2,57,6.19,6.23,3.8
9210,952,0.35,"Ideal","D","VS1",60.8,57,4.61,4.57,2.79
9211,5686,1.02,"Premium","F","SI1",60.1,60,6.58,6.53,3.94
9212,5983,1.26,"Premium","I","VS2",61,59,6.97,6.91,4.23
9213,734,0.31,"Ideal","D","VS2",61.6,57,4.36,4.38,2.69
9214,675,0.3,"Ideal","G","VS2",61.4,54,4.36,4.31,2.66
9215,577,0.27,"Ideal","E","VS2",61,55,4.18,4.2,2.56
9216,6318,1.26,"Very Good","I","SI1",61.9,58,6.97,6.92,4.3
9217,1374,0.55,"Ideal","I","VS2",61.8,55,5.28,5.32,3.27
9218,1787,0.51,"Ideal","D","VS2",61.5,55,5.13,5.18,3.17
9220,658,0.38,"Ideal","G","SI1",60.4,58,4.7,4.74,2.85
9221,630,0.35,"Ideal","I","VS2",62.5,57,4.53,4.5,2.82
9222,6663,1.01,"Ideal","G","VS2",60.9,57,6.48,6.51,3.95
9223,928,0.33,"Ideal","E","VS2",60.8,57,4.47,4.45,2.71
9224,2277,0.79,"Ideal","I","SI2",62.1,56,5.92,5.97,3.69
9225,8640,2.02,"Premium","J","SI2",63,58,8.07,8.02,5.07
9226,6149,1.22,"Premium","I","VS2",60.6,58,6.93,6.89,4.19
9227,658,0.3,"Ideal","E","VS2",62.3,57,4.29,4.32,2.68
9228,4974,1.05,"Premium","G","SI1",60.3,57,6.64,6.59,3.99
9230,1056,0.43,"Ideal","D","VS2",61.8,56,4.81,4.83,2.98
9231,3528,1,"Ideal","J","SI2",62.1,56,6.41,6.34,3.96
9234,1374,0.51,"Very Good","F","SI1",61.8,57,5.1,5.13,3.16
9235,15857,2.05,"Ideal","H","SI2",60.4,58,8.21,8.27,4.98
9236,9901,1.04,"Ideal","E","VVS2",61,57,6.61,6.57,4.02
9237,2360,0.73,"Very Good","F","SI1",63.5,56,5.68,5.72,3.62
9238,1763,0.7,"Very Good","I","SI1",62.8,59,5.63,5.67,3.55
9239,1063,0.35,"Ideal","D","VS2",60.6,56,4.57,4.54,2.76
9240,17315,2.04,"Very Good","I","VS2",60.3,59,8.18,8.2,4.94
9241,4989,1.01,"Premium","F","SI1",59.5,62,6.53,6.45,3.86
9242,1247,0.35,"Premium","D","VVS1",60.8,58,4.55,4.53,2.76
9243,15261,2.02,"Good","F","SI2",61.9,61,8.06,8.02,4.98
9244,1052,0.33,"Ideal","G","IF",62.2,56,4.45,4.43,2.76
9245,6597,1.02,"Ideal","F","VS2",62.7,54,6.5,6.42,4.05
9246,2738,0.77,"Ideal","H","VS2",62,56,5.86,5.89,3.64
9247,513,0.23,"Premium","E","VS2",62.4,60,3.92,3.9,2.44
9248,743,0.33,"Premium","G","VS2",62.6,58,4.44,4.41,2.77
9249,18242,3.01,"Good","I","SI2",63.9,60,9.06,9.01,5.77
9250,2337,0.73,"Very Good","H","VS2",63.1,57.3,5.65,5.7,3.59
9251,551,0.31,"Very Good","I","VVS2",62.5,55,4.33,4.36,2.71
9252,4704,1,"Very Good","F","SI1",63.1,57,6.37,6.33,4.01
9253,995,0.34,"Ideal","G","VVS2",61.9,57,4.48,4.44,2.76
9254,2447,0.53,"Ideal","F","IF",62.4,55,5.2,5.19,3.24
9255,1338,0.52,"Ideal","G","SI1",62.6,56,5.16,5.13,3.22
9256,567,0.32,"Ideal","I","VVS2",62,54.9,4.36,4.39,2.71
9257,8905,1.01,"Premium","F","VVS2",59.9,58,6.54,6.49,3.9
9258,1655,0.57,"Ideal","H","VS2",61.6,57,5.35,5.37,3.3
9259,1585,0.56,"Premium","H","VS1",60.1,58,5.4,5.35,3.23
9261,707,0.4,"Very Good","E","SI1",62.9,58,4.71,4.74,2.97
9262,2676,0.56,"Ideal","F","VVS2",61.1,57,5.32,5.35,3.25
9263,680,0.23,"Premium","D","VVS2",60.4,59,4,3.95,2.4
9264,15792,1.52,"Good","E","VS1",64,55,7.27,7.19,4.63
9265,1809,0.52,"Ideal","H","VVS1",61.2,57,5.17,5.22,3.18
9266,982,0.4,"Ideal","D","VS2",61.6,57,4.71,4.77,2.92
9267,5171,1.16,"Ideal","G","SI2",61.6,55,6.8,6.78,4.18
9268,2444,0.81,"Very Good","I","VS2",62.6,59.7,5.86,5.92,3.69
9269,3879,0.9,"Premium","G","SI1",60.2,59,6.27,6.23,3.76
9270,12799,2.04,"Fair","E","SI2",65.4,55,7.87,7.93,5.17
9271,777,0.28,"Very Good","D","VVS2",62.2,52,4.21,4.25,2.63
9272,4363,0.85,"Ideal","E","SI1",61.6,57,6.07,6.1,3.75
9273,1010,0.39,"Premium","F","VS1",62,56,4.72,4.64,2.9
9274,6779,1.08,"Ideal","G","VS1",62,55,6.62,6.57,4.09
9275,872,0.31,"Ideal","F","VS1",62.1,56,4.35,4.32,2.69
9276,2745,0.71,"Very Good","D","VS2",62.5,60,5.61,5.65,3.52
9277,876,0.32,"Ideal","F","VS1",62,54,4.44,4.43,2.75
9278,8598,1.51,"Premium","H","SI2",60.2,59,7.43,7.33,4.44
9279,936,0.32,"Ideal","G","VVS2",60.6,57,4.43,4.41,2.68
9280,694,0.3,"Ideal","F","VVS2",62.5,56,4.28,4.33,2.69
9281,10329,1.1,"Very Good","F","VVS1",62.2,59,6.56,6.69,4.12
9282,3309,0.66,"Very Good","E","VVS1",61.8,55,5.6,5.66,3.48
9283,1437,0.59,"Ideal","G","SI1",61.5,57,5.36,5.4,3.31
9284,8036,1.25,"Ideal","H","VVS2",60.6,57,7,6.97,4.23
9285,945,0.4,"Premium","F","SI1",62.3,60,4.74,4.7,2.94
9286,5582,1.31,"Very Good","I","SI2",60.8,57,7.06,7.12,4.31
9287,2348,0.7,"Premium","F","SI1",62.8,59,5.66,5.59,3.53
9289,422,0.3,"Ideal","I","SI1",61.5,57,4.3,4.35,2.66
9290,10891,1.2,"Very Good","F","VVS2",62.9,59,6.72,6.76,4.24
9291,16402,1.51,"Very Good","F","VS1",60,60,7.39,7.42,4.44
9292,3663,0.9,"Premium","I","VS2",60.1,59,6.37,6.25,3.79
9293,2863,0.71,"Premium","D","SI1",61.4,58,5.79,5.75,3.54
9294,863,0.3,"Ideal","G","IF",61.5,56,4.32,4.36,2.67
9295,504,0.32,"Ideal","J","VS2",62.1,54,4.44,4.38,2.74
9296,16262,2,"Premium","G","SI2",61.8,58,8.05,7.99,4.96
9297,1079,0.41,"Ideal","E","VS1",61.7,55,4.75,4.78,2.94
9298,505,0.32,"Premium","H","VS2",61.4,60,4.39,4.41,2.7
9299,14061,2.03,"Ideal","I","SI2",61.5,54,8.22,8.2,5.05
9300,1607,0.53,"Premium","G","VS2",60.7,59,5.24,5.18,3.16
9301,13206,2.08,"Very Good","H","SI2",63.4,59,8.06,8,5.09
9302,737,0.4,"Premium","E","SI1",62.2,58,4.71,4.74,2.94
9303,4455,1.04,"Premium","G","SI2",62.6,58,6.49,6.42,4.04
9304,8782,1.58,"Very Good","I","SI1",63.1,55,7.42,7.45,4.69
9305,995,0.34,"Premium","H","VVS1",61.5,60,4.49,4.45,2.75
9306,2954,0.75,"Ideal","D","SI1",62.3,57,5.8,5.83,3.62
9307,4475,1.01,"Very Good","I","SI1",64.2,55,6.28,6.34,4.05
9308,485,0.24,"Very Good","D","VVS2",61.3,58,3.99,4.03,2.46
9309,1833,0.47,"Premium","E","VVS2",60.5,58,5.05,5,3.04
9312,2843,0.73,"Very Good","F","VS1",61.8,59,5.73,5.79,3.56
9313,702,0.32,"Ideal","E","VS2",61.4,56,4.4,4.43,2.71
9314,982,0.41,"Good","E","VS2",61.1,61,4.77,4.82,2.93
9315,3629,0.9,"Fair","G","SI1",64.5,57,6.07,6.03,3.9
9316,4025,0.56,"Very Good","D","IF",62.5,59,5.26,5.3,3.3
9317,809,0.37,"Ideal","G","VS2",60.5,56,4.65,4.68,2.82
9318,703,0.38,"Ideal","I","VS1",61.5,55.1,4.66,4.7,2.88
9319,5439,1.08,"Ideal","G","SI1",61.7,56,6.6,6.63,4.08
9320,2655,0.81,"Very Good","I","VS1",63.2,59,5.9,5.84,3.71
9321,506,0.3,"Premium","J","VS1",62.6,60,4.28,4.22,2.66
9322,3127,0.7,"Very Good","G","VS1",61.6,57,5.69,5.73,3.52
9323,452,0.28,"Very Good","E","VS1",59,60,4.26,4.32,2.53
9324,4140,1.01,"Good","F","SI2",64.9,60,6.2,6.25,4.04
9325,590,0.3,"Ideal","H","VVS2",62.4,56,4.28,4.31,2.68
9326,3392,1.04,"Premium","E","SI2",60.1,58,6.65,6.56,3.97
9327,505,0.32,"Good","I","VS1",63.2,54,4.38,4.42,2.78
9328,628,0.32,"Ideal","H","VVS2",59.8,57,4.48,4.52,2.69
9329,3447,0.9,"Very Good","H","SI1",62.6,58,6.08,6.12,3.82
9330,576,0.25,"Ideal","E","VVS1",61.2,57,4.08,4.12,2.51
9331,796,0.43,"Premium","D","SI1",62.4,60,4.79,4.82,3
9332,1112,0.38,"Premium","E","VS2",59.2,60,4.77,4.73,2.81
9333,17204,1.6,"Premium","G","VVS1",61.5,58,7.48,7.58,4.63
9335,4811,1.04,"Premium","D","SI2",61,59,6.54,6.51,3.98
9336,536,0.34,"Premium","H","SI2",58.6,62,4.62,4.6,2.7
9337,526,0.3,"Premium","I","VVS2",61.8,58,4.28,4.33,2.66
9338,2776,0.54,"Ideal","E","VVS2",61.5,57,5.24,5.26,3.23
9340,1563,0.58,"Good","D","SI2",56.7,60,5.59,5.53,3.15
9342,1389,0.52,"Very Good","H","VS2",63.5,58,5.08,5.09,3.23
9343,815,0.29,"Ideal","E","VVS2",61.9,56,4.22,4.24,2.62
9344,994,0.48,"Good","F","SI1",59.3,64,5.13,5.1,3.03
9345,9694,1.63,"Ideal","I","SI1",61.3,56,7.64,7.56,4.66
9346,1605,0.56,"Ideal","I","VVS1",60.8,57,5.31,5.34,3.24
9347,8630,1.51,"Premium","H","VS2",58.7,61,7.51,7.45,4.39
9349,6125,1.24,"Premium","F","SI1",62.6,59,6.86,6.76,4.26
9350,5720,1.21,"Premium","F","SI1",61.1,61,6.78,6.74,4.13
9351,1996,0.63,"Premium","H","VS1",61.7,59,5.53,5.49,3.4
9352,559,0.24,"Ideal","G","IF",61.3,57,4,4.03,2.46
9353,6831,1.04,"Ideal","G","VS1",61.5,55,6.54,6.55,4.02
9354,16768,2.04,"Premium","I","VS2",61,61,8.14,8.08,4.95
9355,1013,0.3,"Ideal","H","IF",61.8,55,4.31,4.3,2.66
9356,2321,0.56,"Ideal","G","IF",62,54,5.3,5.32,3.29
9358,948,0.37,"Premium","F","VVS2",62.9,56,4.58,4.52,2.86
9359,552,0.3,"Good","D","SI1",63.3,59,4.22,4.25,2.68
9360,6962,1.11,"Premium","D","SI1",62,58,6.68,6.64,4.13
9362,4247,0.96,"Very Good","G","SI1",63.2,57,6.27,6.23,3.95
9363,964,0.5,"Ideal","H","SI2",62.4,55,5.09,5.11,3.18
9364,18507,2.01,"Very Good","H","VS2",63.2,58,7.93,8.01,5.04
9365,5044,1.04,"Ideal","G","SI2",62.4,54,6.49,6.53,4.06
9366,1386,0.51,"Very Good","E","SI1",62.1,60,5.08,5.03,3.14
9367,6425,1.01,"Premium","E","VS2",62.1,58,6.42,6.34,3.96
9368,1595,0.59,"Very Good","F","SI1",61.4,58,5.39,5.45,3.33
9369,1896,0.6,"Very Good","D","SI1",62.2,56,5.4,5.44,3.37
9370,1230,0.41,"Ideal","D","VS1",61.8,57,4.8,4.75,2.95
9371,2697,0.63,"Ideal","E","VVS2",61.6,57,5.52,5.49,3.39
9372,702,0.4,"Very Good","G","SI1",61.6,59,4.66,4.72,2.89
9374,4234,0.9,"Premium","F","VS2",58.7,59,6.34,6.3,3.71
9375,1013,0.3,"Premium","E","VVS2",60.8,60,4.31,4.27,2.61
9376,5806,1,"Very Good","G","VS2",63.1,61,6.38,6.33,4.01
9377,698,0.31,"Premium","H","VS1",61.7,61,4.34,4.31,2.67
9378,442,0.32,"Ideal","J","VS1",62,54.7,4.39,4.42,2.73
9379,963,0.38,"Ideal","F","VVS2",62,55,4.66,4.7,2.9
9380,596,0.4,"Ideal","H","SI2",62.2,56,4.71,4.75,2.94
9381,901,0.31,"Ideal","F","IF",62,55,4.37,4.41,2.72
9382,702,0.32,"Premium","E","VS2",61.2,59,4.4,4.43,2.7
9383,554,0.3,"Premium","H","SI1",62.5,57,4.29,4.25,2.67
9385,3078,0.83,"Premium","D","SI2",62.7,56,6.01,5.98,3.76
9386,1369,0.42,"Ideal","E","VVS1",59.7,56,4.91,4.88,2.92
9387,596,0.31,"Ideal","H","VVS2",61.2,56,4.34,4.37,2.66
9388,4580,0.9,"Very Good","E","VS2",59.1,62,6.24,6.28,3.7
9389,732,0.31,"Very Good","D","SI1",63.1,57,4.32,4.3,2.72
9390,3615,0.9,"Good","G","SI1",65,57,5.96,6.01,3.89
9391,1325,0.52,"Ideal","G","SI1",62.4,55,5.15,5.17,3.22
9392,786,0.32,"Very Good","F","VVS2",61.8,60,4.36,4.41,2.71
9393,803,0.36,"Ideal","F","VS1",61.5,55,4.57,4.61,2.82
9394,2984,1,"Premium","G","I1",62.5,62,6.42,6.35,3.99
9395,480,0.25,"Very Good","F","VS1",60.7,57,4.06,4.09,2.47
9396,684,0.3,"Premium","G","VVS2",61.2,59,4.31,4.35,2.65
9397,15092,2.2,"Ideal","I","VS1",61.4,57,8.41,8.37,5.15
9398,969,0.38,"Ideal","F","VS2",61.9,55,4.68,4.64,2.89
9400,3145,0.72,"Ideal","E","VS2",60.6,57,5.85,5.83,3.54
9401,1443,0.51,"Premium","H","VS1",62.5,58,5.12,5.09,3.19
9402,4561,0.97,"Premium","F","SI1",62.7,59,6.28,6.31,3.95
9403,802,0.31,"Premium","H","VVS2",61.2,60,4.39,4.37,2.68
9405,2188,0.72,"Good","F","SI1",63.9,62,5.7,5.63,3.62
9406,4189,1,"Premium","G","SI1",60,62,6.48,6.45,3.88
9407,4516,1.2,"Ideal","J","SI2",62.5,57,6.8,6.74,4.23
9408,5257,1.2,"Very Good","H","SI2",62.9,56,6.74,6.77,4.25
9409,1389,0.42,"Ideal","F","VVS1",61.3,56,4.83,4.82,2.96
9410,2734,0.7,"Very Good","D","SI1",63.4,58,5.63,5.66,3.58
9411,1564,0.7,"Fair","F","SI2",66.4,56,5.51,5.42,3.63
9412,6000,1,"Premium","G","VS1",60.9,60,6.51,6.41,3.91
9413,5537,1.16,"Very Good","H","VS2",63,57,6.64,6.66,4.19
9414,1323,0.4,"Ideal","D","VVS2",62.2,55,4.74,4.72,2.94
9416,6291,1.11,"Ideal","E","SI1",61.4,58,6.66,6.62,4.08
9417,2210,0.5,"Ideal","F","VVS2",61.3,59,5.05,5.1,3.11
9418,4492,0.9,"Ideal","I","VS1",60.9,60,6.2,6.24,3.79
9419,1059,0.55,"Ideal","J","SI1",62.5,57,5.24,5.22,3.27
9420,3189,0.77,"Ideal","E","SI1",61.6,57,5.87,5.91,3.63
9421,1913,0.52,"Very Good","G","VVS1",60.9,56,5.18,5.24,3.17
9422,1971,0.7,"Ideal","J","VS2",61.5,57,5.7,5.74,3.52
9423,1847,0.54,"Ideal","G","VS1",61.3,57,5.28,5.25,3.23
9424,9116,1.25,"Very Good","G","VS1",60.7,56,6.93,7.01,4.23
9425,1235,0.42,"Ideal","G","VVS1",61.7,55,4.84,4.78,2.97
9426,5163,1.06,"Very Good","G","SI1",63.4,58,6.44,6.47,4.09
9428,5131,1.02,"Very Good","H","SI1",59.9,58,6.57,6.66,3.96
9429,10867,1.02,"Premium","E","VVS1",62.2,57,6.59,6.4,4.04
9430,2151,0.71,"Fair","D","SI1",64.6,60,5.55,5.6,3.6
9431,9627,1.51,"Very Good","D","SI2",59.7,58,7.43,7.48,4.45
9432,12345,1.33,"Ideal","G","VVS2",61.7,58,7.04,7.07,4.35
9433,3998,1.01,"Very Good","J","SI1",62.8,57,6.37,6.41,4.01
9434,10428,1.52,"Good","H","VS2",63.3,57,7.32,7.33,4.64
9435,7822,1,"Premium","G","IF",61.4,59,6.47,6.39,3.95
9436,732,0.31,"Ideal","D","SI1",62.4,56,4.35,4.31,2.7
9437,1123,0.5,"Very Good","D","SI2",58.9,60,5.2,5.23,3.07
9438,720,0.32,"Premium","G","VS2",62.4,59,4.36,4.33,2.71
9439,933,0.36,"Premium","E","VS1",61.5,59,4.6,4.57,2.82
9440,5974,1.55,"Very Good","E","I1",61.6,58,7.42,7.52,4.6
9441,8128,1.23,"Premium","G","VS2",61.1,57,6.96,6.91,4.24
9442,16407,2,"Ideal","I","SI1",61.4,57,8.05,8.11,4.96
9443,11519,1.7,"Premium","I","VS2",61.4,59,7.6,7.68,4.69
9444,1349,0.48,"Very Good","E","SI1",62.7,58.5,4.99,5.01,3.14
9445,6133,1.04,"Ideal","H","VS2",62.2,57,6.46,6.49,4.03
9446,6140,1.3,"Very Good","H","SI2",62.8,58,6.93,7.01,4.38
9447,2760,0.8,"Ideal","I","VS1",62.9,56,5.94,5.87,3.72
9448,6371,1.01,"Premium","G","VVS2",61.9,58,6.48,6.38,3.98
9449,4586,1.09,"Ideal","G","SI2",61.2,57,6.63,6.68,4.07
9450,720,0.32,"Premium","G","VS2",59.8,59,4.52,4.48,2.69
9451,6140,1.29,"Premium","I","SI1",62.2,58,7.03,6.96,4.35
9452,2526,0.68,"Ideal","G","VS1",61.7,55,5.71,5.66,3.51
9453,9498,1.02,"Very Good","E","VVS1",62.6,56,6.35,6.5,4.02
9454,2268,0.7,"Premium","G","SI2",61.9,58,5.64,5.6,3.48
9455,561,0.32,"Premium","G","VS2",59.8,59,4.48,4.52,2.69
9456,1814,0.56,"Fair","F","VS2",57,67,5.49,5.36,3.09
